date,restaurant,planned_hours,actual_hours,budget,sells
2018-10-29,Copacabana,0,239,1948.77,1099.09
2018-10-29,Noodle Bar,103,261,4574.31,4483.42
2018-10-29,Jack Rabbit,168,112,4446.17,3631.13
2018-10-30,Copacabana,203,127,1454.15,2404.44
2018-10-30,Noodle Bar,40,56,1969.36,2756.96
2018-10-30,Jack Rabbit,273,123,3962.83,4144.2
2018-10-31,Copacabana,29,260,2756.51,4188.58
2018-10-31,Noodle Bar,47,246,625.56,930.22
2018-10-31,Jack Rabbit,260,257,572.68,2.79
2018-11-01,Copacabana,191,278,4487.61,3174.73
2018-11-01,Noodle Bar,182,29,2834.37,3976.79
2018-11-01,Jack Rabbit,228,259,2014.81,780.64
2018-11-02,Copacabana,135,281,1964.4,191.85
2018-11-02,Noodle Bar,23,214,2880.2,1112.35
2018-11-02,Jack Rabbit,210,72,2354.01,4824.79
2018-11-03,Copacabana,226,198,1282.43,1751.4
2018-11-03,Noodle Bar,216,255,913.34,559.8
2018-11-03,Jack Rabbit,45,230,4400.51,920.07
2018-11-04,Copacabana,232,122,21.4,745.52
2018-11-04,Noodle Bar,211,33,4709.17,2547.26
2018-11-04,Jack Rabbit,232,273,3112.98,3561.12
2018-11-05,Copacabana,156,48,4790.18,2673.35
2018-11-05,Noodle Bar,80,281,2473.01,4537.73
2018-11-05,Jack Rabbit,59,171,1116.06,221.7
2018-11-06,Copacabana,36,133,509.35,517.3
2018-11-06,Noodle Bar,151,156,704.61,423.26
2018-11-06,Jack Rabbit,221,98,1460.39,2205.22
2018-11-07,Copacabana,0,59,4495.67,4006.58
2018-11-07,Noodle Bar,177,225,4332.46,4684.06
2018-11-07,Jack Rabbit,77,29,1905.21,4215.65
2018-11-08,Copacabana,201,27,890.01,1219.16
2018-11-08,Noodle Bar,283,296,1671.66,1071.68
2018-11-08,Jack Rabbit,251,64,3901.42,1892.4
2018-11-09,Copacabana,7,233,2990.79,1968.41
2018-11-09,Noodle Bar,102,91,1007.64,3587.22
2018-11-09,Jack Rabbit,208,269,2875.13,544.1
2018-11-10,Copacabana,278,25,1047.73,4337.24
2018-11-10,Noodle Bar,106,209,4726.43,1076.64
2018-11-10,Jack Rabbit,177,89,1860.36,3513.24
2018-11-11,Copacabana,1,146,3493.79,4213.78
2018-11-11,Noodle Bar,256,281,176.75,2273.91
2018-11-11,Jack Rabbit,10,287,1373.0,2195.88
2018-11-12,Copacabana,106,56,2879.75,3554.79
2018-11-12,Noodle Bar,72,189,2325.71,2965.89
2018-11-12,Jack Rabbit,198,267,2041.28,40.8
2018-11-13,Copacabana,192,153,2127.22,3303.07
2018-11-13,Noodle Bar,93,177,2016.91,3676.02
2018-11-13,Jack Rabbit,105,125,1252.9,1227.92
2018-11-14,Copacabana,289,111,1794.24,4408.22
2018-11-14,Noodle Bar,273,94,3750.79,1403.15
2018-11-14,Jack Rabbit,94,226,4138.28,1255.11
2018-11-15,Copacabana,283,236,3954.31,947.55
2018-11-15,Noodle Bar,1,248,2326.13,3271.57
2018-11-15,Jack Rabbit,70,205,4639.0,2398.3
2018-11-16,Copacabana,154,200,3517.81,4784.89
2018-11-16,Noodle Bar,154,239,573.49,4732.5
2018-11-16,Jack Rabbit,246,113,824.07,420.17
2018-11-17,Copacabana,272,21,1225.72,4483.4
2018-11-17,Noodle Bar,28,158,2585.7,3826.66
2018-11-17,Jack Rabbit,63,25,4646.62,3261.79
2018-11-18,Copacabana,239,256,4051.12,2955.79
2018-11-18,Noodle Bar,163,10,291.86,4083.88
2018-11-18,Jack Rabbit,23,203,197.41,966.27
2018-11-19,Copacabana,254,126,2079.17,4274.33
2018-11-19,Noodle Bar,273,279,4529.18,3296.67
2018-11-19,Jack Rabbit,281,102,83.22,4994.56
2018-11-20,Copacabana,109,162,4522.75,3472.92
2018-11-20,Noodle Bar,120,67,1875.45,1983.92
2018-11-20,Jack Rabbit,229,140,2150.49,2834.6
2018-11-21,Copacabana,62,237,4363.49,2133.7
2018-11-21,Noodle Bar,90,143,1506.09,4565.66
2018-11-21,Jack Rabbit,185,15,2959.77,2321.8
2018-11-22,Copacabana,21,217,1753.65,1941.34
2018-11-22,Noodle Bar,160,122,2022.46,1664.58
2018-11-22,Jack Rabbit,173,64,2437.26,1381.41
2018-11-23,Copacabana,280,1,3333.89,662.88
2018-11-23,Noodle Bar,225,9,1382.23,1111.28
2018-11-23,Jack Rabbit,276,166,1820.97,2058.78
2018-11-24,Copacabana,161,285,1032.36,4003.25
2018-11-24,Noodle Bar,81,95,4020.12,4021.47
2018-11-24,Jack Rabbit,112,249,4644.19,3633.55
2018-11-25,Copacabana,261,103,4080.04,1904.31
2018-11-25,Noodle Bar,95,128,4094.08,2735.19
2018-11-25,Jack Rabbit,62,297,2119.16,1032.11
2018-11-26,Copacabana,15,146,3424.82,1200.32
2018-11-26,Noodle Bar,35,288,1802.28,4448.7
2018-11-26,Jack Rabbit,79,146,4874.13,4824.8
2018-11-27,Copacabana,266,202,4373.36,1654.6
2018-11-27,Noodle Bar,226,257,3661.49,1435.12
2018-11-27,Jack Rabbit,63,294,2836.8,3273.0
2018-11-28,Copacabana,200,28,1541.02,4089.24
2018-11-28,Noodle Bar,217,200,4484.8,1709.43
2018-11-28,Jack Rabbit,262,25,3265.21,811.83
2018-11-29,Copacabana,275,54,828.07,2397.94
2018-11-29,Noodle Bar,120,262,1726.58,3506.36
2018-11-29,Jack Rabbit,198,43,4978.15,4403.75
2018-11-30,Copacabana,267,187,2008.59,2856.42
2018-11-30,Noodle Bar,129,266,4203.23,4286.02
2018-11-30,Jack Rabbit,188,170,4597.13,191.45
2018-12-01,Copacabana,282,84,2144.71,4694.25
2018-12-01,Noodle Bar,178,237,1887.94,4478.71
2018-12-01,Jack Rabbit,290,203,1290.55,3231.88
2018-12-02,Copacabana,166,274,4035.01,1673.65
2018-12-02,Noodle Bar,144,202,2738.22,3959.36
2018-12-02,Jack Rabbit,201,234,85.14,1998.47
2018-12-03,Copacabana,210,145,1147.69,180.99
2018-12-03,Noodle Bar,300,269,4657.8,989.93
2018-12-03,Jack Rabbit,30,31,1410.62,3566.11
2018-12-04,Copacabana,46,153,1745.28,535.66
2018-12-04,Noodle Bar,15,215,1048.27,498.68
2018-12-04,Jack Rabbit,254,46,2554.79,132.5
2018-12-05,Copacabana,258,21,3314.08,4853.28
2018-12-05,Noodle Bar,194,269,4201.61,4417.24
2018-12-05,Jack Rabbit,94,293,2459.78,3308.4
2018-12-06,Copacabana,221,172,1509.11,348.67
2018-12-06,Noodle Bar,81,290,4181.0,4911.6
2018-12-06,Jack Rabbit,266,221,1721.36,2956.65
2018-12-07,Copacabana,79,52,1085.85,1251.46
2018-12-07,Noodle Bar,223,91,235.61,3930.27
2018-12-07,Jack Rabbit,171,13,4816.88,3677.56
2018-12-08,Copacabana,123,286,3458.8,2047.33
2018-12-08,Noodle Bar,53,54,4559.76,1627.18
2018-12-08,Jack Rabbit,12,294,1472.64,1766.34
2018-12-09,Copacabana,168,246,390.78,596.2
2018-12-09,Noodle Bar,41,228,3924.19,4052.33
2018-12-09,Jack Rabbit,81,85,1257.19,463.03
2018-12-10,Copacabana,117,1,2226.7,4276.75
2018-12-10,Noodle Bar,105,98,3852.9,459.47
2018-12-10,Jack Rabbit,235,47,1973.85,1354.37
2018-12-11,Copacabana,223,194,4801.7,1103.4
2018-12-11,Noodle Bar,5,64,4987.63,1721.37
2018-12-11,Jack Rabbit,237,152,4968.93,2586.27
2018-12-12,Copacabana,219,51,2500.65,2781.53
2018-12-12,Noodle Bar,142,109,721.15,290.14
2018-12-12,Jack Rabbit,254,137,3794.27,735.07
2018-12-13,Copacabana,206,248,1509.31,2497.47
2018-12-13,Noodle Bar,274,111,4285.2,2207.01
2018-12-13,Jack Rabbit,201,197,4318.52,2842.07
2018-12-14,Copacabana,256,192,2416.78,3869.69
2018-12-14,Noodle Bar,197,153,3733.58,1.55
2018-12-14,Jack Rabbit,228,275,2931.03,4895.77
2018-12-15,Copacabana,186,172,4095.81,3597.49
2018-12-15,Noodle Bar,52,71,924.3,2465.98
2018-12-15,Jack Rabbit,214,165,2678.64,1666.02
2018-12-16,Copacabana,231,89,117.5,1351.86
2018-12-16,Noodle Bar,15,283,2075.7,2159.8
2018-12-16,Jack Rabbit,57,197,2145.92,2462.73
2018-12-17,Copacabana,219,14,1660.84,1395.75
2018-12-17,Noodle Bar,57,280,3087.81,147.41
2018-12-17,Jack Rabbit,180,7,2485.3,4558.07
2018-12-18,Copacabana,63,119,3773.64,1536.75
2018-12-18,Noodle Bar,292,21,3932.46,397.37
2018-12-18,Jack Rabbit,168,176,1710.47,2348.33
2018-12-19,Copacabana,240,162,703.26,7.29
2018-12-19,Noodle Bar,152,144,3196.72,418.36
2018-12-19,Jack Rabbit,171,20,3245.86,3606.41
2018-12-20,Copacabana,95,2,1562.91,1526.51
2018-12-20,Noodle Bar,162,237,4594.15,3135.27
2018-12-20,Jack Rabbit,189,189,3753.68,1188.51
2018-12-21,Copacabana,154,246,3017.58,4049.19
2018-12-21,Noodle Bar,69,75,1735.8,2330.08
2018-12-21,Jack Rabbit,0,206,671.2,3265.88
2018-12-22,Copacabana,194,145,1773.89,322.5
2018-12-22,Noodle Bar,201,281,3599.67,4804.05
2018-12-22,Jack Rabbit,290,138,2969.56,3156.81
2018-12-23,Copacabana,114,76,2808.89,3599.32
2018-12-23,Noodle Bar,284,131,4765.12,2259.35
2018-12-23,Jack Rabbit,74,230,4474.05,779.58
2018-12-24,Copacabana,142,203,2109.73,2154.22
2018-12-24,Noodle Bar,252,200,3593.55,4955.47
2018-12-24,Jack Rabbit,269,140,4893.84,1680.94
2018-12-25,Copacabana,132,83,3870.76,3152.28
2018-12-25,Noodle Bar,98,137,4279.58,4892.37
2018-12-25,Jack Rabbit,35,80,2389.12,731.76
2018-12-26,Copacabana,234,156,1063.17,2447.04
2018-12-26,Noodle Bar,70,157,2741.11,3209.85
2018-12-26,Jack Rabbit,232,205,94.04,2888.67
2018-12-27,Copacabana,46,12,884.52,3919.52
2018-12-27,Noodle Bar,110,34,2554.22,3351.0
2018-12-27,Jack Rabbit,136,196,4072.5,504.22
2018-12-28,Copacabana,150,167,2985.66,1772.79
2018-12-28,Noodle Bar,250,121,165.26,127.55
2018-12-28,Jack Rabbit,190,103,4793.13,1001.07
2018-12-29,Copacabana,33,149,1361.24,3380.88
2018-12-29,Noodle Bar,279,0,2413.73,1511.85
2018-12-29,Jack Rabbit,100,214,4272.45,4927.9
2018-12-30,Copacabana,16,58,3750.15,3463.94
2018-12-30,Noodle Bar,0,297,554.56,2395.13
2018-12-30,Jack Rabbit,59,85,657.13,70.16
2018-12-31,Copacabana,225,89,3134.75,835.37
2018-12-31,Noodle Bar,86,78,1603.81,4350.16
2018-12-31,Jack Rabbit,19,225,1253.61,3771.46
2019-01-01,Copacabana,250,14,3504.97,4714.33
2019-01-01,Noodle Bar,214,204,1053.4,4076.73
2019-01-01,Jack Rabbit,127,272,4540.1,2198.37
2019-01-02,Copacabana,277,130,359.62,3095.27
2019-01-02,Noodle Bar,183,223,4976.08,375.12
2019-01-02,Jack Rabbit,120,102,2167.26,193.66
2019-01-03,Copacabana,134,290,1919.86,2599.33
2019-01-03,Noodle Bar,201,264,836.32,4884.92
2019-01-03,Jack Rabbit,32,224,3114.62,2679.18
2019-01-04,Copacabana,147,68,1554.45,4565.05
2019-01-04,Noodle Bar,175,255,257.6,1089.91
2019-01-04,Jack Rabbit,197,144,3239.55,4704.54
2019-01-05,Copacabana,192,26,4097.0,1021.21
2019-01-05,Noodle Bar,220,11,2363.02,2422.71
2019-01-05,Jack Rabbit,139,264,2878.27,576.83
2019-01-06,Copacabana,113,39,3081.02,1963.16
2019-01-06,Noodle Bar,203,175,3458.17,4447.01
2019-01-06,Jack Rabbit,298,237,2230.58,3526.22
2019-01-07,Copacabana,127,220,952.27,3546.71
2019-01-07,Noodle Bar,112,63,234.28,1465.49
2019-01-07,Jack Rabbit,172,123,4892.61,3390.07
2019-01-08,Copacabana,84,132,1728.18,1683.27
2019-01-08,Noodle Bar,2,288,796.39,3447.09
2019-01-08,Jack Rabbit,260,284,359.36,1599.99
2019-01-09,Copacabana,55,51,2230.06,4426.63
2019-01-09,Noodle Bar,14,286,2753.48,3863.2
2019-01-09,Jack Rabbit,282,213,302.65,4433.83
2019-01-10,Copacabana,144,86,3555.48,4016.18
2019-01-10,Noodle Bar,158,5,4254.63,1480.43
2019-01-10,Jack Rabbit,195,161,3502.67,4797.64
2019-01-11,Copacabana,135,135,3016.91,4147.3
2019-01-11,Noodle Bar,218,277,113.89,3138.96
2019-01-11,Jack Rabbit,168,55,4539.75,1053.63
2019-01-12,Copacabana,281,242,1755.29,1375.92
2019-01-12,Noodle Bar,143,83,1877.09,692.46
2019-01-12,Jack Rabbit,81,247,1058.02,3922.98
2019-01-13,Copacabana,294,48,4994.07,317.32
2019-01-13,Noodle Bar,111,291,4515.28,2759.58
2019-01-13,Jack Rabbit,23,35,3476.66,2213.97
2019-01-14,Copacabana,231,191,1108.21,4716.23
2019-01-14,Noodle Bar,166,205,4117.47,4219.09
2019-01-14,Jack Rabbit,98,30,4663.9,2200.31
2019-01-15,Copacabana,94,23,2621.6,4283.89
2019-01-15,Noodle Bar,246,213,2130.86,1663.55
2019-01-15,Jack Rabbit,174,217,1694.5,1336.96
2019-01-16,Copacabana,180,69,3604.67,3251.68
2019-01-16,Noodle Bar,148,153,1913.66,1832.04
2019-01-16,Jack Rabbit,285,76,3235.85,3958.9
2019-01-17,Copacabana,7,22,2231.64,4200.94
2019-01-17,Noodle Bar,135,188,845.92,161.1
2019-01-17,Jack Rabbit,253,156,4914.33,3729.69
2019-01-18,Copacabana,106,222,3494.92,3919.44
2019-01-18,Noodle Bar,140,160,4162.83,4419.62
2019-01-18,Jack Rabbit,142,214,1364.66,948.81
2019-01-19,Copacabana,74,97,360.14,1015.68
2019-01-19,Noodle Bar,257,136,3919.25,2215.89
2019-01-19,Jack Rabbit,26,291,71.91,1875.21
2019-01-20,Copacabana,21,184,1758.44,1569.66
2019-01-20,Noodle Bar,271,63,1893.67,4579.96
2019-01-20,Jack Rabbit,291,176,4769.9,38.06
2019-01-21,Copacabana,147,284,1934.47,463.8
2019-01-21,Noodle Bar,10,0,2998.73,613.79
2019-01-21,Jack Rabbit,218,51,4397.78,2752.1
2019-01-22,Copacabana,150,261,2374.58,291.29
2019-01-22,Noodle Bar,204,300,3331.79,2890.88
2019-01-22,Jack Rabbit,168,24,3939.33,2620.81
2019-01-23,Copacabana,228,226,2745.92,798.87
2019-01-23,Noodle Bar,15,232,3439.55,1173.62
2019-01-23,Jack Rabbit,205,267,315.91,4678.78
2019-01-24,Copacabana,10,47,4200.32,788.61
2019-01-24,Noodle Bar,231,258,472.58,3681.56
2019-01-24,Jack Rabbit,234,218,788.27,3426.83
2019-01-25,Copacabana,270,13,4271.11,3417.83
2019-01-25,Noodle Bar,19,156,4320.01,2452.35
2019-01-25,Jack Rabbit,50,93,177.51,3742.51
2019-01-26,Copacabana,48,225,3902.3,972.25
2019-01-26,Noodle Bar,41,259,4463.79,6.82
2019-01-26,Jack Rabbit,95,201,4111.69,3753.47
2019-01-27,Copacabana,0,230,1400.21,4793.89
2019-01-27,Noodle Bar,62,280,4367.24,2399.6
2019-01-27,Jack Rabbit,31,300,176.53,3993.79
2019-01-28,Copacabana,72,71,560.97,757.74
2019-01-28,Noodle Bar,173,83,3389.73,1799.54
2019-01-28,Jack Rabbit,181,168,1459.21,2248.96
2019-01-29,Copacabana,236,110,113.62,3280.06
2019-01-29,Noodle Bar,145,34,2315.0,2137.63
2019-01-29,Jack Rabbit,238,205,139.05,3273.93
2019-01-30,Copacabana,33,171,2486.64,3879.94
2019-01-30,Noodle Bar,73,124,3404.83,1254.07
2019-01-30,Jack Rabbit,46,41,71.24,1722.69
2019-01-31,Copacabana,4,96,3919.77,4220.0
2019-01-31,Noodle Bar,237,84,94.3,2342.6
2019-01-31,Jack Rabbit,10,214,1328.34,352.19
2019-02-01,Copacabana,70,172,1262.69,1129.06
2019-02-01,Noodle Bar,251,103,4096.68,3649.3
2019-02-01,Jack Rabbit,260,232,1690.41,4502.96
2019-02-02,Copacabana,21,258,4266.99,4323.26
2019-02-02,Noodle Bar,250,216,3815.75,4992.22
2019-02-02,Jack Rabbit,107,163,787.41,723.05
2019-02-03,Copacabana,81,171,349.08,456.52
2019-02-03,Noodle Bar,270,7,3766.71,1270.64
2019-02-03,Jack Rabbit,104,219,1474.34,263.34
2019-02-04,Copacabana,189,298,4891.74,4812.43
2019-02-04,Noodle Bar,24,112,4507.8,3942.93
2019-02-04,Jack Rabbit,112,172,2147.26,854.51
2019-02-05,Copacabana,253,216,1301.21,2428.98
2019-02-05,Noodle Bar,66,0,800.44,2607.5
2019-02-05,Jack Rabbit,21,159,3033.51,4310.93
2019-02-06,Copacabana,194,230,2144.27,4475.49
2019-02-06,Noodle Bar,169,72,4715.17,2940.61
2019-02-06,Jack Rabbit,257,168,3210.99,4286.42
2019-02-07,Copacabana,129,171,3636.74,2707.02
2019-02-07,Noodle Bar,254,147,3858.82,3130.32
2019-02-07,Jack Rabbit,27,201,2860.55,4569.47
2019-02-08,Copacabana,181,280,4861.26,1584.79
2019-02-08,Noodle Bar,208,156,2050.75,408.15
2019-02-08,Jack Rabbit,83,36,3149.35,2023.35
2019-02-09,Copacabana,256,87,1784.02,2074.75
2019-02-09,Noodle Bar,278,121,1361.87,1769.05
2019-02-09,Jack Rabbit,165,126,1098.56,2374.21
2019-02-10,Copacabana,78,149,236.83,416.97
2019-02-10,Noodle Bar,235,3,3736.1,4767.91
2019-02-10,Jack Rabbit,240,186,2026.84,4404.17
2019-02-11,Copacabana,133,62,3170.54,1388.16
2019-02-11,Noodle Bar,83,75,2986.91,268.41
2019-02-11,Jack Rabbit,265,180,1035.8,4942.68
2019-02-12,Copacabana,193,23,562.35,2543.9
2019-02-12,Noodle Bar,259,172,2759.1,3548.67
2019-02-12,Jack Rabbit,19,197,4426.2,4309.52
2019-02-13,Copacabana,239,47,2122.77,3528.55
2019-02-13,Noodle Bar,56,140,1197.07,4122.71
2019-02-13,Jack Rabbit,73,192,585.22,277.18
2019-02-14,Copacabana,267,197,4691.46,1976.12
2019-02-14,Noodle Bar,87,216,3240.02,1887.76
2019-02-14,Jack Rabbit,14,253,2307.87,4212.86
2019-02-15,Copacabana,263,127,3865.37,4304.32
2019-02-15,Noodle Bar,187,278,4659.15,856.53
2019-02-15,Jack Rabbit,268,179,486.08,1629.46
2019-02-16,Copacabana,118,233,2010.93,211.15
2019-02-16,Noodle Bar,197,277,2015.37,1780.45
2019-02-16,Jack Rabbit,300,5,1588.71,1279.69
2019-02-17,Copacabana,48,47,4343.15,4584.48
2019-02-17,Noodle Bar,220,180,614.92,906.69
2019-02-17,Jack Rabbit,194,300,264.07,2611.37
2019-02-18,Copacabana,281,258,6.05,2120.19
2019-02-18,Noodle Bar,261,291,2059.22,4631.48
2019-02-18,Jack Rabbit,51,235,906.35,1989.63
2019-02-19,Copacabana,236,126,2999.85,1885.01
2019-02-19,Noodle Bar,160,298,2143.61,3819.52
2019-02-19,Jack Rabbit,234,209,2015.78,1878.29
2019-02-20,Copacabana,168,276,3294.17,4318.26
2019-02-20,Noodle Bar,241,153,4248.75,3934.38
2019-02-20,Jack Rabbit,134,86,4944.34,689.19
2019-02-21,Copacabana,181,34,3427.66,139.39
2019-02-21,Noodle Bar,114,197,4433.13,1144.06
2019-02-21,Jack Rabbit,124,138,2196.96,2817.25
2019-02-22,Copacabana,247,285,1034.36,3203.66
2019-02-22,Noodle Bar,47,253,3671.36,33.42
2019-02-22,Jack Rabbit,21,98,3814.63,2910.19
2019-02-23,Copacabana,65,40,1345.0,4187.2
2019-02-23,Noodle Bar,99,199,2327.76,3842.57
2019-02-23,Jack Rabbit,218,109,3458.51,1666.32
2019-02-24,Copacabana,295,273,3162.82,587.15
2019-02-24,Noodle Bar,193,124,3385.22,4862.15
2019-02-24,Jack Rabbit,221,82,3366.34,964.73
2019-02-25,Copacabana,124,88,2243.51,4601.8
2019-02-25,Noodle Bar,253,7,127.0,3915.38
2019-02-25,Jack Rabbit,183,142,1997.04,4115.58
2019-02-26,Copacabana,123,251,4641.22,4014.03
2019-02-26,Noodle Bar,41,206,4748.84,2515.54
2019-02-26,Jack Rabbit,114,163,2659.71,1273.01
2019-02-27,Copacabana,151,5,2497.29,3737.62
2019-02-27,Noodle Bar,182,144,4825.05,3788.75
2019-02-27,Jack Rabbit,7,170,669.17,1368.82
2019-02-28,Copacabana,121,96,1996.71,3518.51
2019-02-28,Noodle Bar,72,237,11.87,2384.87
2019-02-28,Jack Rabbit,102,215,442.38,1172.57
2019-03-01,Copacabana,127,114,2124.1,3478.72
2019-03-01,Noodle Bar,36,154,4841.7,2475.37
2019-03-01,Jack Rabbit,47,155,3022.41,1550.79
2019-03-02,Copacabana,260,105,1127.57,3935.45
2019-03-02,Noodle Bar,161,238,3251.21,2035.26
2019-03-02,Jack Rabbit,253,161,1260.07,2875.9
2019-03-03,Copacabana,110,125,3160.48,153.26
2019-03-03,Noodle Bar,109,76,2793.59,849.0
2019-03-03,Jack Rabbit,119,51,2290.45,3669.52
2019-03-04,Copacabana,280,208,4103.91,1002.34
2019-03-04,Noodle Bar,286,300,1303.51,4969.62
2019-03-04,Jack Rabbit,56,90,521.69,1400.88
2019-03-05,Copacabana,51,270,2345.13,1094.55
2019-03-05,Noodle Bar,57,161,4125.38,368.62
2019-03-05,Jack Rabbit,148,162,1974.65,3994.91
2019-03-06,Copacabana,161,16,707.11,4207.5
2019-03-06,Noodle Bar,203,55,1875.21,597.04
2019-03-06,Jack Rabbit,191,238,2103.81,3783.78
2019-03-07,Copacabana,40,124,2314.84,4673.77
2019-03-07,Noodle Bar,110,177,584.73,778.49
2019-03-07,Jack Rabbit,86,20,4573.46,178.41
2019-03-08,Copacabana,220,3,4970.25,1312.54
2019-03-08,Noodle Bar,71,192,2577.38,166.28
2019-03-08,Jack Rabbit,200,292,1479.74,4877.8
2019-03-09,Copacabana,83,146,1724.84,3697.82
2019-03-09,Noodle Bar,272,124,1403.65,1025.9
2019-03-09,Jack Rabbit,54,137,3749.68,2746.93
2019-03-10,Copacabana,57,253,825.42,991.4
2019-03-10,Noodle Bar,195,227,1282.57,1874.38
2019-03-10,Jack Rabbit,231,24,1992.62,3389.89
2019-03-11,Copacabana,280,132,4871.9,751.92
2019-03-11,Noodle Bar,128,75,3093.88,1675.01
2019-03-11,Jack Rabbit,66,103,2520.43,1231.75
2019-03-12,Copacabana,295,281,2976.79,3565.02
2019-03-12,Noodle Bar,107,200,2296.09,3491.97
2019-03-12,Jack Rabbit,187,105,1752.41,1846.86
2019-03-13,Copacabana,4,208,818.58,2949.04
2019-03-13,Noodle Bar,165,10,272.24,3083.39
2019-03-13,Jack Rabbit,7,251,4991.52,747.71
2019-03-14,Copacabana,14,270,81.09,975.46
2019-03-14,Noodle Bar,108,139,4767.76,4458.49
2019-03-14,Jack Rabbit,246,122,3881.91,2412.3
2019-03-15,Copacabana,151,294,4027.65,1187.38
2019-03-15,Noodle Bar,112,173,2975.17,4372.6
2019-03-15,Jack Rabbit,10,43,1945.43,1339.68
2019-03-16,Copacabana,72,31,1833.78,3798.87
2019-03-16,Noodle Bar,167,215,942.83,2527.34
2019-03-16,Jack Rabbit,167,136,1384.81,2034.43
2019-03-17,Copacabana,263,78,3069.43,2040.72
2019-03-17,Noodle Bar,19,80,1274.84,2153.62
2019-03-17,Jack Rabbit,63,286,1351.44,1687.91
2019-03-18,Copacabana,125,10,146.81,1767.9
2019-03-18,Noodle Bar,269,205,493.31,1573.31
2019-03-18,Jack Rabbit,235,90,4909.75,4483.28
2019-03-19,Copacabana,31,5,3054.29,478.3
2019-03-19,Noodle Bar,273,125,3906.91,4116.78
2019-03-19,Jack Rabbit,181,184,3583.32,918.6
2019-03-20,Copacabana,223,11,832.07,1547.84
2019-03-20,Noodle Bar,241,206,266.98,3617.2
2019-03-20,Jack Rabbit,200,230,62.11,4577.36
2019-03-21,Copacabana,144,290,4014.93,495.35
2019-03-21,Noodle Bar,17,144,1361.2,578.71
2019-03-21,Jack Rabbit,257,192,4580.14,632.78
2019-03-22,Copacabana,184,61,4092.49,4943.18
2019-03-22,Noodle Bar,10,118,2698.77,593.06
2019-03-22,Jack Rabbit,197,253,2997.19,1944.41
2019-03-23,Copacabana,138,260,293.22,1338.19
2019-03-23,Noodle Bar,16,76,422.29,4949.51
2019-03-23,Jack Rabbit,78,32,1229.02,4175.12
2019-03-24,Copacabana,28,39,365.07,420.75
2019-03-24,Noodle Bar,257,121,3864.18,4634.96
2019-03-24,Jack Rabbit,258,33,55.16,3063.55
2019-03-25,Copacabana,151,99,1497.01,4983.94
2019-03-25,Noodle Bar,55,170,359.41,683.26
2019-03-25,Jack Rabbit,217,178,4531.25,4314.5
2019-03-26,Copacabana,89,97,1375.44,236.21
2019-03-26,Noodle Bar,5,225,4274.27,1787.36
2019-03-26,Jack Rabbit,254,104,1300.9,3768.93
2019-03-27,Copacabana,216,15,510.69,1498.8
2019-03-27,Noodle Bar,234,288,1490.68,2698.48
2019-03-27,Jack Rabbit,109,245,646.36,4422.99
2019-03-28,Copacabana,184,23,3635.32,3604.46
2019-03-28,Noodle Bar,227,140,2613.49,861.5
2019-03-28,Jack Rabbit,136,8,934.17,1998.95
2019-03-29,Copacabana,177,115,640.51,4481.2
2019-03-29,Noodle Bar,145,100,410.22,1431.95
2019-03-29,Jack Rabbit,235,109,4809.97,1192.61
2019-03-30,Copacabana,226,278,4003.15,3549.11
2019-03-30,Noodle Bar,199,71,755.02,1904.07
2019-03-30,Jack Rabbit,172,90,3129.7,4347.46
2019-03-31,Copacabana,187,242,1312.29,1316.62
2019-03-31,Noodle Bar,260,212,3613.53,4530.56
2019-03-31,Jack Rabbit,118,274,3291.15,3768.03
2019-04-01,Copacabana,230,26,408.01,3272.79
2019-04-01,Noodle Bar,90,75,161.06,718.88
2019-04-01,Jack Rabbit,75,82,3024.13,3743.34
2019-04-02,Copacabana,28,214,4185.47,473.05
2019-04-02,Noodle Bar,106,14,457.03,3640.87
2019-04-02,Jack Rabbit,249,154,419.27,2682.31
2019-04-03,Copacabana,127,190,3114.27,4078.01
2019-04-03,Noodle Bar,200,162,314.33,4164.96
2019-04-03,Jack Rabbit,103,35,4997.28,3771.14
2019-04-04,Copacabana,69,180,1874.06,2024.33
2019-04-04,Noodle Bar,66,70,663.36,561.59
2019-04-04,Jack Rabbit,21,85,2168.18,562.25
2019-04-05,Copacabana,263,125,428.47,58.57
2019-04-05,Noodle Bar,204,218,2807.99,2502.31
2019-04-05,Jack Rabbit,184,115,3090.0,4536.76
2019-04-06,Copacabana,120,35,1242.69,56.08
2019-04-06,Noodle Bar,125,12,4294.1,4797.56
2019-04-06,Jack Rabbit,283,62,4007.46,1897.98
2019-04-07,Copacabana,69,31,2825.51,877.45
2019-04-07,Noodle Bar,162,126,1989.5,1833.01
2019-04-07,Jack Rabbit,58,23,2170.1,79.71
2019-04-08,Copacabana,138,291,897.03,4305.68
2019-04-08,Noodle Bar,3,299,3284.62,4745.78
2019-04-08,Jack Rabbit,208,187,827.58,935.97
2019-04-09,Copacabana,120,137,322.45,4177.24
2019-04-09,Noodle Bar,287,105,2057.48,1812.97
2019-04-09,Jack Rabbit,3,118,1552.33,4572.85
2019-04-10,Copacabana,200,196,3995.33,1449.01
2019-04-10,Noodle Bar,42,11,2689.41,4681.34
2019-04-10,Jack Rabbit,73,286,4694.17,2593.29
2019-04-11,Copacabana,166,84,4504.55,1446.92
2019-04-11,Noodle Bar,160,275,1051.38,1055.65
